stem,association,high_freq,low_freq,ratio
؟؟,negative/high_proxy,4775,78,61.217948717948715
تن,negative/high_proxy,3750,3,1250.0
سینه,negative/high_proxy,690,318,2.169811320754717
درد,negative/high_proxy,13012,4,3253.0
عصب,negative/high_proxy,1173,0,inf
پرخاش,negative/high_proxy,61,15,4.066666666666666
می‌کش,negative/high_proxy,739,333,2.219219219219219
نب,negative/high_proxy,3924,613,6.4013050570962475
استرس,negative/high_proxy,6979,10,697.9
اضطراب,negative/high_proxy,202,74,2.72972972972973
نفر,negative/high_proxy,2253,3,751.0
افسردگ,negative/high_proxy,1002,1,1002.0
لخته,negative/high_proxy,439,216,2.0324074074074074
؟؟؟؟,negative/high_proxy,724,13,55.69230769230769
معلول,negative/high_proxy,97,47,2.0638297872340425
بیداد,negative/high_proxy,74,35,2.1142857142857143
جیغ,negative/high_proxy,253,99,2.5555555555555554
مامانبزرگ,negative/high_proxy,59,28,2.107142857142857
معتاد,negative/high_proxy,221,102,2.1666666666666665
تجاوز,negative/high_proxy,118,0,inf
محافظت‌شده,negative/high_proxy,12,5,2.4
؟؟؟,negative/high_proxy,2439,38,64.1842105263158
عذاب,negative/high_proxy,1327,0,inf
وجد,negative/high_proxy,531,29,18.310344827586206
چطوره,negative/high_proxy,299,140,2.1357142857142857
نفرن,negative/high_proxy,11,4,2.75
خفیف,negative/high_proxy,242,84,2.880952380952381
دردم,negative/high_proxy,13,2,6.5
ینی,negative/high_proxy,989,481,2.056133056133056
کتک,negative/high_proxy,488,0,inf
گریه,negative/high_proxy,3377,1,3377.0
دل‌شکسته,negative/high_proxy,25,12,2.0833333333333335
پایان,negative/high_proxy,10,4,2.5
مولار,negative/high_proxy,27,12,2.25
اشک,negative/high_proxy,457,0,inf
ترس,negative/high_proxy,1330,1,1330.0
بغض,negative/high_proxy,102,31,3.2903225806451615
اشغال,negative/high_proxy,154,0,inf
نمی‌بخش,negative/high_proxy,27,9,3.0
سطل,negative/high_proxy,50,20,2.5
مرگ,negative/high_proxy,696,4,174.0
اعضا,negative/high_proxy,13,6,2.1666666666666665
شدید,negative/high_proxy,219,83,2.63855421686747
جدا,negative/high_proxy,2198,0,inf
می‌لرز,negative/high_proxy,45,13,3.4615384615384617
میلی‌م,negative/high_proxy,34,12,2.8333333333333335
تنس,negative/high_proxy,16,2,8.0
کمر,negative/high_proxy,1238,271,4.568265682656826
دل‌درد,negative/high_proxy,258,105,2.4571428571428573
سینه‌درد,negative/high_proxy,78,30,2.6
سرهنگ,negative/high_proxy,14,4,3.5
پشیمون,negative/high_proxy,1176,1,1176.0
مامانمو,negative/high_proxy,40,19,2.1052631578947367
میکشیدن,negative/high_proxy,13,5,2.6
می‌میر,negative/high_proxy,402,162,2.4814814814814814
جایی,negative/high_proxy,17,2,8.5
فکروخیال,negative/high_proxy,11,3,3.6666666666666665
ظلم,negative/high_proxy,237,0,inf
کشید,negative/high_proxy,771,362,2.1298342541436464
وحش,negative/high_proxy,237,0,inf
نگر,negative/high_proxy,5064,2,2532.0
رسمیه,negative/high_proxy,11,5,2.2
شهردار,negative/high_proxy,32,9,3.5555555555555554
عموه,negative/high_proxy,67,21,3.1904761904761907
طلاهامو,negative/high_proxy,12,5,2.4
معتادا,negative/high_proxy,18,8,2.25
تحمله,negative/high_proxy,65,13,5.0
عصا,negative/high_proxy,12,5,2.4
پریروز,negative/high_proxy,68,27,2.5185185185185186
آستانه,negative/high_proxy,28,8,3.5
خیانتکار,negative/high_proxy,26,8,3.25
عوضی,negative/high_proxy,10,4,2.5
قلبمو,negative/high_proxy,27,9,3.0
غم,negative/high_proxy,323,1,323.0
اندوه,negative/high_proxy,13,2,6.5
هیجوق,negative/high_proxy,10,4,2.5
زیردل,negative/high_proxy,22,6,3.6666666666666665
شکس,negative/high_proxy,338,0,inf
میکنع,negative/high_proxy,28,10,2.8
پیشمه,negative/high_proxy,11,5,2.2
شبای,negative/high_proxy,13,4,3.25
سوگوار,negative/high_proxy,20,6,3.3333333333333335
گوشیمو,negative/high_proxy,23,11,2.090909090909091
زار,negative/high_proxy,138,35,3.942857142857143
صیغه,negative/high_proxy,65,29,2.2413793103448274
میترسم,negative/high_proxy,24,9,2.6666666666666665
می‌توا,negative/high_proxy,46,11,4.181818181818182
چیشد,negative/high_proxy,149,63,2.365079365079365
عقب‌افتاده,negative/high_proxy,110,46,2.391304347826087
مره,negative/high_proxy,15,5,3.0
انسانیه,negative/high_proxy,11,1,11.0
بابامو,negative/high_proxy,38,8,4.75
معتادن,negative/high_proxy,16,3,5.333333333333333
طلاق,negative/high_proxy,2259,6,376.5
خیانت,negative/high_proxy,68,26,2.6153846153846154
شمرد,negative/high_proxy,10,2,5.0
خانوادم,negative/high_proxy,38,15,2.533333333333333
طلاقه,negative/high_proxy,23,7,3.2857142857142856
همکارا,negative/high_proxy,10,4,2.5
کدومتون,negative/high_proxy,10,4,2.5
متور,negative/high_proxy,24,8,3.0
مهریه,negative/high_proxy,418,161,2.5962732919254656
خروج,negative/high_proxy,30,9,3.3333333333333335
ازکجا,negative/high_proxy,33,15,2.2
لگن,negative/high_proxy,314,126,2.492063492063492
پریوده,negative/high_proxy,59,20,2.95
برنمیگرده,negative/high_proxy,25,8,3.125
لعن,negative/high_proxy,387,0,inf
کمرم,negative/high_proxy,20,1,20.0
نق‌نقو,negative/high_proxy,11,4,2.75
بدبیار,negative/high_proxy,10,1,10.0
آواره,negative/high_proxy,14,5,2.8
خش,negative/high_proxy,11,4,2.75
مشروب,negative/high_proxy,37,16,2.3125
انداره,negative/high_proxy,14,4,3.5
دلدرد,negative/high_proxy,79,39,2.0256410256410255
می‌زده,negative/high_proxy,27,10,2.7
گلد,negative/high_proxy,10,4,2.5
خون‌دماغ,negative/high_proxy,13,1,13.0
بیتاب,negative/high_proxy,13,6,2.1666666666666665
غیاب,negative/high_proxy,10,4,2.5
وجدان,negative/high_proxy,54,7,7.714285714285714
دلشت,negative/high_proxy,11,3,3.6666666666666665
دردا,negative/high_proxy,98,32,3.0625
دهد,negative/high_proxy,17,3,5.666666666666667
افسرد,negative/high_proxy,24,8,3.0
خانمای,negative/high_proxy,26,12,2.1666666666666665
چنده,negative/high_proxy,220,88,2.5
مسکن,negative/high_proxy,185,82,2.2560975609756095
برید,negative/high_proxy,59,17,3.4705882352941178
ناگهان,negative/high_proxy,29,11,2.6363636363636362
چطوریه,negative/high_proxy,135,63,2.142857142857143
التماستون,negative/high_proxy,10,1,10.0
شکمتون,negative/high_proxy,29,14,2.0714285714285716
خونریزیتون,negative/high_proxy,14,0,inf
پارگ,negative/high_proxy,40,16,2.5
طرد,negative/high_proxy,18,8,2.25
جوریکه,negative/high_proxy,14,5,2.8
برنمی,negative/high_proxy,14,3,4.666666666666667
مدتیه,negative/high_proxy,24,11,2.1818181818181817
پریودیه,negative/high_proxy,42,10,4.2
پار,negative/high_proxy,23,11,2.090909090909091
غمگین,negative/high_proxy,19,7,2.7142857142857144
داداشمه,negative/high_proxy,11,4,2.75
دستم,negative/high_proxy,15,7,2.142857142857143
پاشدن,negative/high_proxy,15,3,5.0
کتم,negative/high_proxy,17,7,2.4285714285714284
کفن,negative/high_proxy,11,1,11.0
چحور,negative/high_proxy,11,5,2.2
چپش,negative/high_proxy,10,4,2.5
یادته,negative/high_proxy,31,11,2.8181818181818183
لثه,negative/high_proxy,57,26,2.1923076923076925
قابل‌تحمل,negative/high_proxy,84,26,3.230769230769231
آمنیوسنتز,negative/high_proxy,44,15,2.933333333333333
نامناسب,negative/high_proxy,20,9,2.2222222222222223
احیانا,negative/high_proxy,39,10,3.9
۱۰۵,negative/high_proxy,23,10,2.3
سانته,negative/high_proxy,26,9,2.888888888888889
آمینوسنتز,negative/high_proxy,68,31,2.193548387096774
آدمیه,negative/high_proxy,13,6,2.1666666666666665
بخیه,negative/high_proxy,316,152,2.0789473684210527
دلهره,negative/high_proxy,26,12,2.1666666666666665
ندم,negative/high_proxy,105,47,2.234042553191489
؟؟؟؟؟,negative/high_proxy,213,3,71.0
نریخ,negative/high_proxy,17,2,8.5
موعود,negative/high_proxy,28,11,2.5454545454545454
نمی‌گذر,negative/high_proxy,11,5,2.2
قفسه,negative/high_proxy,51,11,4.636363636363637
اولتون,negative/high_proxy,32,9,3.5555555555555554
بعن,negative/high_proxy,17,8,2.125
؟؟؟؟؟؟,negative/high_proxy,103,2,51.5
چندسالتونه,negative/high_proxy,18,5,3.6
بستری‌شده,negative/high_proxy,11,3,3.6666666666666665
نمی‌تونه,negative/high_proxy,69,26,2.6538461538461537
بریده,negative/high_proxy,47,23,2.0434782608695654
دادگاه,negative/high_proxy,132,63,2.0952380952380953
اینروزا,negative/high_proxy,11,5,2.2
راستمه,negative/high_proxy,13,6,2.1666666666666665
غرغرو,negative/high_proxy,10,2,5.0
علامت,negative/high_proxy,46,21,2.1904761904761907
گرفتگ,negative/high_proxy,89,40,2.225
نریخته,negative/high_proxy,15,7,2.142857142857143
میگرن,negative/high_proxy,85,41,2.073170731707317
گذاری,negative/high_proxy,11,4,2.75
سوراخه,negative/high_proxy,14,6,2.3333333333333335
بی‌اختیار,negative/high_proxy,12,2,6.0
اسیر,negative/high_proxy,113,0,inf
پادرد,negative/high_proxy,35,12,2.9166666666666665
عصبانی,negative/high_proxy,84,39,2.1538461538461537
اضافه‌شده,negative/high_proxy,32,14,2.2857142857142856
۱۲۵,negative/high_proxy,14,6,2.3333333333333335
صورتیه,negative/high_proxy,10,4,2.5
عروسیمه,negative/high_proxy,17,7,2.4285714285714284
نخورن,negative/high_proxy,17,8,2.125
دردتون,negative/high_proxy,19,9,2.111111111111111
بازگش,negative/high_proxy,17,8,2.125
بی‌اشت,negative/high_proxy,62,29,2.1379310344827585
دلشوره,negative/high_proxy,71,0,inf
هم‌خون,negative/high_proxy,19,7,2.7142857142857144
باباتون,negative/high_proxy,13,4,3.25
یعت,negative/high_proxy,18,3,6.0
برنمیداره,negative/high_proxy,13,6,2.1666666666666665
بدبود,negative/high_proxy,10,3,3.3333333333333335
پریشب,negative/high_proxy,38,14,2.7142857142857144
گمشده,negative/high_proxy,10,4,2.5
چندوقته,negative/high_proxy,25,11,2.272727272727273
خشم,negative/high_proxy,117,0,inf
برنخوره,negative/high_proxy,12,5,2.4
جسارتا,negative/high_proxy,31,10,3.1
پریودتون,negative/high_proxy,23,4,5.75
میخورد,negative/high_proxy,21,9,2.3333333333333335
اذیته,negative/high_proxy,14,4,3.5
ترشحات,negative/high_proxy,51,20,2.55
ترخدا,negative/high_proxy,23,9,2.5555555555555554
معدم,negative/high_proxy,12,5,2.4
آبله,negative/high_proxy,32,10,3.2
میزد,negative/high_proxy,10,3,3.3333333333333335
انقباض,negative/high_proxy,219,93,2.3548387096774195
استخو,negative/high_proxy,75,35,2.142857142857143
بایو,negative/high_proxy,23,10,2.3
اویل,negative/high_proxy,26,11,2.3636363636363638
تاول,negative/high_proxy,13,5,2.6
دیروزه,negative/high_proxy,11,2,5.5
ماهته,negative/high_proxy,53,22,2.409090909090909
شستم,negative/high_proxy,10,4,2.5
گسترده,negative/high_proxy,10,4,2.5
می‌گیرن,negative/high_proxy,17,7,2.4285714285714284
علائمشو,negative/high_proxy,11,1,11.0
دیکلوفناک,negative/high_proxy,28,11,2.5454545454545454
کتف,negative/high_proxy,44,19,2.3157894736842106
زایمانه,negative/high_proxy,61,21,2.9047619047619047
می‌گیره,negative/high_proxy,49,22,2.227272727272727
نفس‌تنگ,negative/high_proxy,26,12,2.1666666666666665
دندونمو,negative/high_proxy,16,3,5.333333333333333
امونمو,negative/high_proxy,22,10,2.2
مهری,negative/high_proxy,11,5,2.2
جدابش,negative/high_proxy,10,3,3.3333333333333335
وگریه,negative/high_proxy,16,3,5.333333333333333
ترسناکه,negative/high_proxy,29,13,2.230769230769231
۱۰۱,negative/high_proxy,11,5,2.2
گریع,negative/high_proxy,10,4,2.5
دردشو,negative/high_proxy,17,6,2.8333333333333335
موستلا,negative/high_proxy,31,6,5.166666666666667
صدک,negative/high_proxy,11,4,2.75
دردش,negative/high_proxy,13,5,2.6
چیکارا,negative/high_proxy,33,13,2.5384615384615383
می‌ک,negative/high_proxy,73,35,2.085714285714286
ندونست,negative/high_proxy,13,6,2.1666666666666665
هرزگاه,negative/high_proxy,12,4,3.0
امپولا,negative/high_proxy,13,5,2.6
؟؟؟؟؟؟؟,negative/high_proxy,34,1,34.0
غذاشون,negative/high_proxy,10,3,3.3333333333333335
سزارینه,negative/high_proxy,12,4,3.0
عضلان,negative/high_proxy,14,5,2.8
فکم,negative/high_proxy,22,7,3.142857142857143
جنینتون,negative/high_proxy,16,5,3.2
چمه,negative/high_proxy,59,14,4.214285714285714
درشون,negative/high_proxy,11,4,2.75
پریودمه,negative/high_proxy,30,12,2.5
بیحس,negative/high_proxy,59,23,2.5652173913043477
دنبالچه,negative/high_proxy,23,8,2.875
سونوگرافی,negative/high_proxy,36,16,2.25
میگره,negative/high_proxy,11,4,2.75
درچه,negative/high_proxy,10,4,2.5
فشارمو,negative/high_proxy,13,6,2.1666666666666665
کلاب,negative/high_proxy,28,12,2.3333333333333335
دماغمو,negative/high_proxy,11,4,2.75
وجودمو,negative/high_proxy,16,1,16.0
سیکلمه,negative/high_proxy,14,2,7.0
چندم,negative/high_proxy,75,34,2.2058823529411766
اولتونه,negative/high_proxy,19,4,4.75
چیشو,negative/high_proxy,12,5,2.4
اپیدورال,negative/high_proxy,38,10,3.8
آشوب,negative/high_proxy,25,9,2.7777777777777777
دکترمه,negative/high_proxy,11,3,3.6666666666666665
پلی‌کیستیک,negative/high_proxy,12,0,inf
عارضه,negative/high_proxy,25,11,2.272727272727273
مبتلای,negative/high_proxy,11,1,11.0
خوددار,negative/high_proxy,14,2,7.0
پروتز,negative/high_proxy,42,12,3.5
زیرشکم,negative/high_proxy,17,5,3.4
تالاسم,negative/high_proxy,12,5,2.4
ناموفق,negative/high_proxy,36,17,2.1176470588235294
خفت,negative/high_proxy,21,10,2.1
بدبین,negative/high_proxy,10,4,2.5
سمته,negative/high_proxy,10,3,3.3333333333333335
چندسالته,negative/high_proxy,59,21,2.8095238095238093
چقده,negative/high_proxy,49,21,2.3333333333333335
؟؟؟؟؟؟؟؟,negative/high_proxy,21,0,inf
ازدواجتون,negative/high_proxy,28,9,3.111111111111111
چندماهگ,negative/high_proxy,10,3,3.3333333333333335
براچ,negative/high_proxy,30,13,2.3076923076923075
منظورتون,negative/high_proxy,52,22,2.3636363636363638
سیاتیک,negative/high_proxy,30,11,2.727272727272727
زدگ,negative/high_proxy,21,9,2.3333333333333335
می‌گیرد,negative/high_proxy,13,5,2.6
نفرین,negative/high_proxy,41,19,2.1578947368421053
پانیک,negative/high_proxy,35,13,2.6923076923076925
واژنه,negative/high_proxy,11,4,2.75
پرولوتون,negative/high_proxy,15,5,3.0
سازنده,negative/high_proxy,13,5,2.6
هال,negative/high_proxy,22,10,2.2
یشه,negative/high_proxy,13,5,2.6
ولت,negative/high_proxy,37,15,2.466666666666667
۸۷,negative/high_proxy,43,19,2.263157894736842
پاهام,negative/high_proxy,10,4,2.5
نترسید,negative/high_proxy,13,4,3.25
دشوی,negative/high_proxy,21,5,4.2
لولایینگ,negative/high_proxy,19,6,3.1666666666666665
سنتز,negative/high_proxy,65,25,2.6
هردفعه,negative/high_proxy,19,8,2.375
پسار,negative/high_proxy,70,21,3.3333333333333335
قرون,negative/high_proxy,29,11,2.6363636363636362
خانوادمو,negative/high_proxy,16,7,2.2857142857142856
راهو,negative/high_proxy,44,16,2.75
طلبکارانه,negative/high_proxy,12,3,4.0
بیخیاله,negative/high_proxy,16,6,2.6666666666666665
کشیدگ,negative/high_proxy,25,6,4.166666666666667
چندماهته,negative/high_proxy,16,5,3.2
چندمته,negative/high_proxy,21,7,3.0
نفس‌نفس,negative/high_proxy,11,3,3.6666666666666665
باتو,negative/high_proxy,10,3,3.3333333333333335
خوردگ,negative/high_proxy,33,16,2.0625
جسمی,negative/high_proxy,11,5,2.2
زردی,negative/high_proxy,16,7,2.2857142857142856
منظمه,negative/high_proxy,35,16,2.1875
ذهنمو,negative/high_proxy,15,5,3.0
منظورتونه,negative/high_proxy,18,0,inf
کارامو,negative/high_proxy,96,41,2.341463414634146
بیگناه,negative/high_proxy,16,5,3.2
مسبب,negative/high_proxy,10,4,2.5
سندروم,negative/high_proxy,18,7,2.5714285714285716
زدنشو,negative/high_proxy,32,5,6.4
باای,negative/high_proxy,30,4,7.5
نیکو,negative/high_proxy,32,12,2.6666666666666665
نگردد,negative/high_proxy,31,0,inf
تهم,negative/high_proxy,77,37,2.081081081081081
یاهرچ,negative/high_proxy,33,6,5.5
۱۰۶۸۳۲۱۴,negative/high_proxy,31,1,31.0
۳۰۸۷۰۶۱۵۳,negative/high_proxy,17,0,inf
الکی,negative/high_proxy,10,3,3.3333333333333335
گمشه,negative/high_proxy,10,2,5.0
آمینیو,negative/high_proxy,14,2,7.0
چیع,negative/high_proxy,17,8,2.125
مقدمه,negative/high_proxy,12,3,4.0
مرتکب,negative/high_proxy,10,3,3.3333333333333335
قیدشو,negative/high_proxy,13,5,2.6
کلونازپ,negative/high_proxy,10,4,2.5
لجن,negative/high_proxy,38,0,inf
رباط,negative/high_proxy,15,1,15.0
میخوابن,negative/high_proxy,11,5,2.2
کردمو,negative/high_proxy,15,6,2.5
مراقبه,negative/high_proxy,14,4,3.5
بجنگ,negative/high_proxy,24,9,2.6666666666666665
شوم,negative/high_proxy,16,7,2.2857142857142856
باقی‌مانده,negative/high_proxy,12,5,2.4
ریفلاکس,negative/high_proxy,11,5,2.2
لعنتی,negative/high_proxy,12,1,12.0
توافق,negative/high_proxy,83,36,2.3055555555555554
نادون,negative/high_proxy,17,6,2.8333333333333335
حقو,negative/high_proxy,13,3,4.333333333333333
سوزش,negative/high_proxy,15,6,2.5
گرای,negative/high_proxy,14,6,2.3333333333333335
ابت,negative/high_proxy,18,7,2.5714285714285716
گذرا,negative/high_proxy,10,4,2.5
دکترنوب,negative/high_proxy,13,1,13.0
دخترزای,negative/high_proxy,14,1,14.0
پسرزای,negative/high_proxy,19,4,4.75
فالوو,negative/high_proxy,13,0,inf
دوستانتون,negative/high_proxy,14,4,3.5
مزمل,negative/high_proxy,12,5,2.4
زایمانتون,negative/high_proxy,29,9,3.2222222222222223
کنترله,negative/high_proxy,12,3,4.0
وفل,negative/high_proxy,16,5,3.2
ظال,negative/high_proxy,17,8,2.125
پشیمان,negative/high_proxy,13,5,2.6
کانادا,negative/high_proxy,10,4,2.5
مرگمو,negative/high_proxy,10,0,inf
تمک,negative/high_proxy,17,5,3.4
حضان,negative/high_proxy,34,15,2.2666666666666666
ستم,negative/high_proxy,13,0,inf
ازقبل,negative/high_proxy,11,5,2.2
کلاژ,negative/high_proxy,15,6,2.5
هفتته,negative/high_proxy,48,17,2.823529411764706
آشوبه,negative/high_proxy,10,4,2.5
انگیز,negative/high_proxy,36,8,4.5
حالتا,negative/high_proxy,11,4,2.75
خاکسپار,negative/high_proxy,14,5,2.8
بگذاره,negative/high_proxy,10,3,3.3333333333333335
می‌تونن,negative/high_proxy,20,4,5.0
دستته,negative/high_proxy,16,5,3.2
دوساعت,negative/high_proxy,11,4,2.75
تسک,negative/high_proxy,14,4,3.5
مرا,negative/high_proxy,30,8,3.75
پروردگار,negative/high_proxy,13,4,3.25
تنهایی,negative/high_proxy,10,4,2.5
فوبی,negative/high_proxy,23,9,2.5555555555555554
وخونریز,negative/high_proxy,16,2,8.0
بپاشه,negative/high_proxy,10,4,2.5
جنی,negative/high_proxy,10,4,2.5
شیاط,negative/high_proxy,11,4,2.75
می‌خواهد,negative/high_proxy,10,4,2.5
میپاشه,negative/high_proxy,27,9,3.0
سینوس,negative/high_proxy,11,3,3.6666666666666665
خرجتو,negative/high_proxy,10,3,3.3333333333333335
یسوال,negative/high_proxy,18,1,18.0
میگزره,negative/high_proxy,11,5,2.2
تریزوم,negative/high_proxy,47,16,2.9375
کافر,negative/high_proxy,13,5,2.6
شدو,negative/high_proxy,10,4,2.5
رکیک,negative/high_proxy,12,5,2.4
سالانه,negative/high_proxy,11,5,2.2
انزال,negative/high_proxy,15,6,2.5
ظرفامو,negative/high_proxy,32,0,inf
ناک,negative/high_proxy,33,9,3.6666666666666665
بی‌مادر,negative/high_proxy,10,3,3.3333333333333335
موعدمه,negative/high_proxy,31,14,2.2142857142857144
مجر,negative/high_proxy,21,9,2.3333333333333335
هفته‌ا,negative/high_proxy,17,2,8.5
شکوندن,negative/high_proxy,11,5,2.2
وکمر,negative/high_proxy,12,2,6.0
شوهراتون,negative/high_proxy,20,8,2.5
چیی,negative/high_proxy,13,5,2.6
اح,negative/high_proxy,14,5,2.8
نمیشور,negative/high_proxy,37,17,2.176470588235294
میامد,negative/high_proxy,11,2,5.5
تعدیل,negative/high_proxy,10,1,10.0
ایموج,negative/high_proxy,17,8,2.125
استری,negative/high_proxy,11,4,2.75
بلیط,negative/high_proxy,21,8,2.625
می‌پیچید,negative/high_proxy,10,2,5.0
پولتون,negative/high_proxy,11,2,5.5
اظطراب,negative/high_proxy,21,5,4.2
حمال,negative/high_proxy,22,10,2.2
حاضرن,negative/high_proxy,11,5,2.2
۲۰۷,negative/high_proxy,10,4,2.5
دردای,negative/high_proxy,12,2,6.0
دوجا,negative/high_proxy,13,3,4.333333333333333
جراحی,negative/high_proxy,10,4,2.5
مهریشو,negative/high_proxy,12,1,12.0
رشتتون,negative/high_proxy,11,4,2.75
کوز,negative/high_proxy,10,4,2.5
گز,negative/high_proxy,20,4,5.0
دلتنگش,negative/high_proxy,13,5,2.6
تامپون,negative/high_proxy,16,5,3.2
فتال,negative/high_proxy,22,7,3.142857142857143
سونوگرافیس,negative/high_proxy,13,4,3.25
لوزه,negative/high_proxy,15,6,2.5
نقاه,negative/high_proxy,12,3,4.0
وافعا,negative/high_proxy,11,4,2.75
نفهمیدن,negative/high_proxy,20,9,2.2222222222222223
فروردین‌ماه,negative/high_proxy,14,2,7.0
رفتاره,negative/high_proxy,17,4,4.25
بطن,negative/high_proxy,29,10,2.9
وزنش,negative/high_proxy,16,6,2.6666666666666665
نخره,negative/high_proxy,12,5,2.4
هموروئ,negative/high_proxy,11,5,2.2
آسپیر,negative/high_proxy,11,2,5.5
امنیوسنتز,negative/high_proxy,16,5,3.2
جونمه,negative/high_proxy,33,6,5.5
روماتیس,negative/high_proxy,11,4,2.75
دومتون,negative/high_proxy,13,5,2.6
بی‌احتیاط,negative/high_proxy,12,5,2.4
آمنیو,negative/high_proxy,29,13,2.230769230769231
بتوچه,negative/high_proxy,13,5,2.6
پریناتولوژیس,negative/high_proxy,15,2,7.5
گزاشتن,negative/high_proxy,12,5,2.4
تروما,negative/high_proxy,16,7,2.2857142857142856
هلاکوی,negative/high_proxy,15,5,3.0
فانلینگ,negative/high_proxy,14,1,14.0
آندوسکپ,negative/high_proxy,19,0,inf
عزیزاتون,negative/high_proxy,20,0,inf
میگرت,negative/high_proxy,19,0,inf
۱۴۹,negative/high_proxy,12,1,12.0
پریناتالوژیس,negative/high_proxy,14,2,7.0
مظلوم,negative/high_proxy,18,8,2.25
غرفه,negative/high_proxy,10,4,2.5
استانه,negative/high_proxy,10,4,2.5
میرد,negative/high_proxy,11,4,2.75
مهریمو,negative/high_proxy,13,1,13.0
توقیف,negative/high_proxy,16,0,inf
می‌گوی,negative/high_proxy,10,4,2.5
نامزدتون,negative/high_proxy,11,2,5.5
پرخ,negative/high_proxy,10,2,5.0
۱۸۸,negative/high_proxy,15,3,5.0
کیی,negative/high_proxy,11,4,2.75
بتاتون,negative/high_proxy,13,4,3.25
پانکچر,negative/high_proxy,16,7,2.2857142857142856
بپذیره,negative/high_proxy,17,7,2.4285714285714284
۱۹۳,negative/high_proxy,11,1,11.0
بندازی,negative/high_proxy,12,4,3.0
ازونا,negative/high_proxy,13,5,2.6
مینداختن,negative/high_proxy,10,2,5.0
قابل‌توجه,negative/high_proxy,11,4,2.75
قورباغه,negative/high_proxy,10,4,2.5
کانون,negative/high_proxy,15,7,2.142857142857143
ناهنجاری,negative/high_proxy,10,3,3.3333333333333335
راحتیه,negative/high_proxy,11,4,2.75
پیشگو,negative/high_proxy,10,3,3.3333333333333335
چندسالشه,negative/high_proxy,29,6,4.833333333333333
منتظرش,negative/high_proxy,11,5,2.2
باهاته,negative/high_proxy,14,6,2.3333333333333335
کلیو,negative/high_proxy,11,5,2.2
خودسرانه,negative/high_proxy,10,4,2.5
اوردینر,negative/high_proxy,18,7,2.5714285714285716
نمی‌تونن,negative/high_proxy,14,6,2.3333333333333335
پالمرز,negative/high_proxy,10,2,5.0
کوکول,negative/high_proxy,10,0,inf
۴۴۳,negative/high_proxy,26,0,inf
۶۳۶,negative/high_proxy,14,1,14.0
کاوه,negative/high_proxy,12,5,2.4
باجناق,negative/high_proxy,10,4,2.5
سرویکستون,negative/high_proxy,12,0,inf
عقیدت,negative/high_proxy,12,1,12.0
۶۶۶۱۷۲۶۱۶,negative/high_proxy,10,0,inf
۶۱۷۶۲,negative/high_proxy,10,0,inf
لنا,positive/low_proxy,7,48,6.857142857142857
نو,positive/low_proxy,78,169,2.1666666666666665
مبارک,positive/low_proxy,200,640,3.2
خوشحال,positive/low_proxy,477,1046,2.192872117400419
خندید,positive/low_proxy,17,44,2.588235294117647
ترکید,positive/low_proxy,4,16,4.0
قربون,positive/low_proxy,315,797,2.53015873015873
ممنون,positive/low_proxy,821,5222,6.3605359317904995
انشالله,positive/low_proxy,1095,3093,2.824657534246575
بزود,positive/low_proxy,20,112,5.6
دامن,positive/low_proxy,105,249,2.3714285714285714
سبز,positive/low_proxy,357,789,2.2100840336134455
لینک,positive/low_proxy,97,234,2.4123711340206184
کپی,positive/low_proxy,49,108,2.204081632653061
صفحه,positive/low_proxy,86,182,2.116279069767442
السل,positive/low_proxy,6,27,4.5
علی,positive/low_proxy,129,316,2.449612403100775
علیک,positive/low_proxy,10,46,4.6
صالح,positive/low_proxy,80,307,3.8375
عج,positive/low_proxy,9,91,10.11111111111111
صاحب‌الز,positive/low_proxy,12,348,29.0
الرح,positive/low_proxy,15,37,2.466666666666667
الله,positive/low_proxy,180,664,3.688888888888889
لولیک,positive/low_proxy,5,40,8.0
الفرج,positive/low_proxy,4,33,8.25
صل,positive/low_proxy,14,216,15.428571428571429
علی‌محمد,positive/low_proxy,12,188,15.666666666666666
وآل,positive/low_proxy,5,43,8.6
محمد,positive/low_proxy,125,388,3.104
وعجل,positive/low_proxy,3,57,19.0
فرجه,positive/low_proxy,19,179,9.421052631578947
قنو,positive/low_proxy,5,11,2.2
اله,positive/low_proxy,592,1330,2.2466216216216215
بحق,positive/low_proxy,38,85,2.236842105263158
زینب,positive/low_proxy,24,102,4.25
دع,positive/low_proxy,310,644,2.07741935483871
سلامت,positive/low_proxy,572,1305,2.2814685314685317
خوب,positive/low_proxy,5286,14146,2.676125614831631
هدیه,positive/low_proxy,195,399,2.046153846153846
نیت,positive/low_proxy,176,381,2.164772727272727
ظهور,positive/low_proxy,19,51,2.6842105263157894
فقیر,positive/low_proxy,31,73,2.3548387096774195
مهربون,positive/low_proxy,248,561,2.2620967741935485
توح,positive/low_proxy,8,27,3.375
فرج,positive/low_proxy,15,38,2.533333333333333
الکرس,positive/low_proxy,28,78,2.7857142857142856
زیار,positive/low_proxy,46,109,2.369565217391304
بسم,positive/low_proxy,4,20,5.0
الرحمن,positive/low_proxy,14,47,3.357142857142857
صلو,positive/low_proxy,270,605,2.240740740740741
۱۲۴,positive/low_proxy,5,13,2.6
شهدا,positive/low_proxy,6,18,3.0
رفتگ,positive/low_proxy,6,20,3.3333333333333335
خانه‌دار,positive/low_proxy,12,26,2.1666666666666665
رمض,positive/low_proxy,17,41,2.411764705882353
